0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.469055743538380587e-01,9.270372193912538306e-01,8.548494846596149666e-01,1.300459274045440372e+00,1.276682985721619312e+00,5.461552144590542390e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.232292924017052149e-01,1.015072042676836261e+00,8.824769343304709190e-01,8.615680164665361351e-01,8.515977521253071947e-01,9.839922516931770557e-01,1.017512314261834083e+00,1.132186791094994982e+00,1.175468270073790178e+00,1.207003251198223603e+00,1.447584290583737276e+00,7.753719853927916184e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.933062584022772423e-01,9.290881922466378562e-01,8.201388000481111273e-01,8.728974986501841782e-01,7.921531294778678678e-01,8.892602829712492607e-01,1.100057027092807616e+00,1.415753818917626417e+00,1.411870505381275676e+00,1.448568968464048146e+00,1.409237779030056315e+00,1.219451106788158601e+00,1.796647427032560973e+00,8.160538252090384637e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.425961920574208230e-01,7.611643695020032796e-01,9.311147386144152938e-01,9.379796623272258493e-01,9.544844993491695684e-01,1.003098715088705184e+00,1.248339490678217700e+00,1.229040772746612165e+00,1.508376028779307321e+00,1.644604042877709116e+00,1.478558453123478111e+00,1.504557195427245198e+00,1.317426034507309662e+00,1.128248162287524448e+00,9.649305653509296921e-01,6.923910026105145610e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.159605546670539278e-01,1.172775698906469488e+00,9.041951562526988617e-01,1.058755685290519333e+00,9.809964386537616265e-01,1.122271240941805859e+00,1.095639671449418540e+00,1.179411012000656012e+00,1.285764581922006933e+00,1.718460665329218040e+00,1.899955748717580661e+00,1.836508814495058761e+00,1.606608898515579753e+00,1.413016481898218046e+00,1.325171957279983159e+00,9.319563509656411116e-01,1.275799622985813286e+00,6.518846928397080687e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.028972166647008857e+00,8.444475377125796323e-01,9.560794191652457474e-01,1.135405529064326124e+00,1.101670354912205996e+00,1.488493721083416155e+00,1.477565467383604059e+00,1.410244912699173403e+00,1.800607678399608114e+00,0.000000000000000000e+00,2.129335475951572576e+00,2.513912710391870586e+00,1.814578651878536508e+00,1.381043622878952437e+00,1.229468431486706148e+00,1.012631272410640104e+00,8.466155128946424302e-01,1.069007385457477755e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.661276034746163921e-01,8.426752754232078590e-01,9.484226963969262236e-01,1.119196468469839001e+00,0.000000000000000000e+00,1.672784905612084927e+00,1.827592389053691369e+00,1.719080920492287445e+00,2.142713643378863608e+00,2.903163007795952932e+00,2.691207687416575123e+00,2.406140708162736619e+00,1.885226401811213703e+00,1.400276781192089093e+00,1.213887870653721279e+00,1.066051933783191519e+00,4.811295593080498478e-01,9.931670920215348586e-01,0.000000000000000000e+00
4.498270609778670104e-01,8.125796719812077296e-01,8.618928612277856338e-01,9.959482686349667713e-01,1.326245783896959463e+00,1.515020354086715537e+00,1.711516908647653601e+00,1.987540864995898549e+00,2.248073338088148798e+00,1.834779556669345890e+00,2.234340672726641053e+00,3.051754980669141748e+00,3.175636477915718903e+00,2.181990374493484985e+00,1.635562234192028619e+00,1.308443845340113043e+00,1.047326816406348504e+00,9.889991865173026753e-01,8.434408938840070036e-01,4.639609632729003175e-01
1.047039012497190891e+00,8.389473500726628563e-01,9.877797298038805129e-01,1.203847584027211370e+00,1.441007243559619733e+00,1.664962290513437360e+00,1.724002815577735381e+00,1.983574186373591175e+00,9.049969052620204790e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.887841996537391376e-01,2.626637215755799559e+00,1.952191626822124437e+00,1.616032358091088250e+00,1.481360920655446778e+00,1.210801844952176021e+00,1.010805003871791508e+00,9.138764210486732820e-01,1.228429622190652992e+00
8.415842292437739625e-01,9.424931931229710846e-01,1.158064321224747895e+00,1.131205533856110446e+00,1.461074788216154330e+00,1.999421985984372041e+00,2.375604459414951464e+00,1.843988305909982195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573031273788915829e+00,2.541801526468664640e+00,2.011204206640106129e+00,1.419195625623386858e+00,1.175263716544718617e+00,1.170815879414096816e+00,1.001003455627491157e+00,8.482005997411201648e-01
7.789292343585714207e-01,9.727230799032831055e-01,1.093246453224648862e+00,1.318304420632945284e+00,1.610419818754699639e+00,1.884156771410617548e+00,2.484895644854678398e+00,1.966506765687277447e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.893672214516092023e+00,2.306839113182010514e+00,2.106476252245377712e+00,1.500730859932439154e+00,1.169760778743512919e+00,1.152853993174675518e+00,9.344334312610281801e-01,8.357595648606712668e-01
1.066399219769559759e+00,9.120704739888824131e-01,1.031880527535414815e+00,1.448545589213703355e+00,1.685763863798559914e+00,1.631993593732916636e+00,1.781047378071330733e+00,2.758564278548766513e+00,1.370854804396768989e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.174272154993753148e+00,2.235839521935303331e+00,1.939426760596056232e+00,1.605026817961166419e+00,1.428077855632011728e+00,1.229700634026894557e+00,1.031930486852733475e+00,9.197739971246268187e-01,1.341832842376784019e+00
1.457250939603273343e+00,9.443058980510594669e-01,1.001949127685612506e+00,1.261573893785854938e+00,1.588103236784173866e+00,1.771523814863306123e+00,2.232748863038313214e+00,2.431038439469000778e+00,2.935496256383392399e+00,2.532469435114256484e+00,2.247686026521127811e+00,2.431895686304322179e+00,2.366396156310196730e+00,1.735564138512912580e+00,1.519766954430867623e+00,1.264350869986089254e+00,9.985933263974083873e-01,9.000801763021648583e-01,8.247064356208596569e-01,9.437781372985424300e-01
0.000000000000000000e+00,7.508632501500352996e-01,9.267322568450754305e-01,1.283635087682603926e+00,1.606211585525561647e+00,1.539352485023427475e+00,1.761855048157001447e+00,2.169943830445219657e+00,1.804093305673213798e+00,2.495069492985510173e+00,2.534886447262670650e+00,1.641255942976712179e+00,1.758537774533507569e+00,1.705081156653349028e+00,1.362250745255732198e+00,1.129087815895320368e+00,1.029734562169299261e+00,8.784981179203628088e-01,1.272850146361773183e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.629506547327765675e-01,8.836354117202183112e-01,1.118055626921051093e+00,1.357718310963522024e+00,1.315753054213884887e+00,1.530652242358257364e+00,1.610367819295808411e+00,1.517488120654996830e+00,1.732154166160445374e+00,1.847739698880024983e+00,1.487231045318432754e+00,1.637123533379896800e+00,1.373179956943753721e+00,1.115816506767118188e+00,1.243635471532201331e+00,9.692365472047844710e-01,8.470459185466175933e-01,1.009681893007287501e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.365330847667830083e+00,9.602812040809576288e-01,9.635770920521526950e-01,1.123830687949467722e+00,1.494220724312311566e+00,1.413663868135572654e+00,1.255692121044240217e+00,1.358913048726503092e+00,1.359129653584891129e+00,1.402978276944756075e+00,1.356208081910875274e+00,1.278138708650460309e+00,1.216450269372529869e+00,1.297719448986362822e+00,1.064082735337113617e+00,9.254218250761511166e-01,0.000000000000000000e+00,8.128140425071727071e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.574212225956935551e-01,8.972536856017472306e-01,1.079140807625634357e+00,1.085692531861163657e+00,9.777407256246499756e-01,1.063705655504818770e+00,1.247472496214245385e+00,1.038048179031758389e+00,1.113443395574493122e+00,1.216897172401742111e+00,9.780129832033085391e-01,1.070634385396733279e+00,9.856573560039355586e-01,1.004258169417881597e+00,8.288329499172055748e-01,7.960201317469928206e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.371268061558665430e-01,1.129388207039109249e+00,1.009926908036597570e+00,8.666549962185160494e-01,8.977871469086966538e-01,9.404804840221757667e-01,1.046813265479782373e+00,1.156646340445856680e+00,1.011177893375885484e+00,9.019289979470664909e-01,9.656322912655606050e-01,9.116013052801446026e-01,1.100214978560011492e+00,7.866231428253886993e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.651981426976061429e-01,8.152899273001803504e-01,8.938933412265024359e-01,8.661371427072364071e-01,9.592130233689913910e-01,8.225945659542771571e-01,9.201469645987310209e-01,9.765000586425696127e-01,8.258012633408151615e-01,1.265667254674215592e+00,9.370125705714821285e-01,4.768279261190948026e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.179026050519812907e-01,8.055141297392242050e-01,7.802254514528563778e-01,8.068714714095721607e-01,9.278005416922650017e-01,5.575496924936192977e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
